gene_id,lfc_40cGy,padj_40cGy,deg_40cGy,dir_40cGy,lfc_80cGy,padj_80cGy,deg_80cGy,dir_80cGy,dose_category
AT1G04183,-0.0345303597706037,0.999808032263671,no,none,0.0591800179446455,1,no,none,neither
AT1G04190,-0.0849896282072153,0.999808032263671,no,none,-0.0600655253390219,1,no,none,neither
AT1G04193,1.4782126712817,,no,none,-0.836613667919478,1,no,none,neither
AT1G04200,0.184197290947684,0.999808032263671,no,none,0.144321837723692,1,no,none,neither
AT1G04210,0.00823668265006495,0.999808032263671,no,none,0.116172433835036,1,no,none,neither
AT1G04220,0.10000521563393,0.999808032263671,no,none,-0.322672676369596,1,no,none,neither
AT1G04223,0.744364582582922,,no,none,1.20421674961695,1,no,none,neither
AT1G04230,-0.191506603091117,0.999808032263671,no,none,-0.239816300497291,1,no,none,neither
AT1G04240,0.239993821604738,0.999808032263671,no,none,0.0917023704581709,1,no,none,neither
AT1G04247,0.0845836150706937,,no,none,0.578724784754637,1,no,none,neither
