gene_id,radiation_effect,genotype_interaction,Cs137_100cGy,Cs137_10cGy,GCR80,GCR40
AT4G34410,4.11294427384188,-1.48623763631424,1.98377624471964,1.55237120269789,-0.513347952880855,-0.223663591182456
AT4G34510,2.16348243261689,-4.21356424384094,-0.258743370536757,-0.135739871699782,0.60333841722879,0.187139213698193
AT4G35740,1.29977171946899,-2.21061784735118,0.154885843334728,0.0249338339534142,0.294595161540799,0.112066212830523
AT4G37030,3.07866612738236,-3.09130121187229,0.0597985096707039,0.189737129334988,0.372695244155501,0.00336646996985618
AT4G37370,1.89221885173794,-1.5394143487873,1.64277108868525,0.884186291143453,-0.864807934967759,-0.10046062859766
AT4G37420,3.49836796255324,-5.56036136910517,-0.139387610316355,0.163217115607136,,
AT4G37490,1.42817661991528,-2.32937717608446,-0.140800699394462,-0.278216117948378,0.495742880732172,0.113367802689794
AT4G39500,2.61484192311973,-4.41904179684798,0.395216936234068,-0.40781928671674,0.381478750686373,0.479602908415897
AT5G00825,2.29178064541546,-4.68728833248554,,,,
AT5G01380,1.21771829267986,0.261212988638375,1.79890066358721,1.45657148895698,-0.046677232293683,-0.365086579541232
AT5G01900,2.38285594600503,0.831782525911745,1.31672617501192,0.897050623890979,,
AT5G02220,2.39061875298011,-2.61566995575752,-0.117999644938136,0.145596656394943,0.486999747065883,0.270241515889758
AT5G03780,3.28379026183298,-4.28057523984218,0.632352069447397,-0.0299492131203771,1.26631050402401,0.712210681022735
AT5G05220,-0.0796490758827003,-0.323467319594065,2.14688059732236,1.70180415659061,0.82940974907567,0.956335085253742
